Gene symbol	VALUE
ZNF397	0.27024084
XLOC_009109	1.2441834
KIAA1875	-0.49146459
SNORD33	0.06891683
LOC100130345	0.51413876
	0.184882
KIAA1109	-0.2269077
SOAT2	-4.824301
	-0.5857998
BTBD7	0.98245233
	1.0999357
PDE8B	-5.4175153
FAM66E	0.19650112
TNFRSF1B	-0.73359925
LOC100506838	0.6731815
KLK13	-1.6329767
XLOC_011362	0.5931741
XLOC_012127	2.0477061
CPSF4L	0.36498222
XLOC_007123	-2.6714027
GUSBP10	0.005578123
XLOC_004091	0.21273637
LOC400655	0.21676199
	1.0548248
XLOC_011675	0.22318275
XLOC_l2_009884	-0.940799
XLOC_l2_001362	0.7961297
XLOC_000412	0.023228971
MCM9	1.6985289
TTC28-AS1	-0.09509614
SPRY1	0.4144708
PSG5	-1.7858403
OR6K2	0.025398465
SCNN1G	0.025924915
LOC100507009	-0.63431555
SPECC1	-3.7745073
GRASPOS	0.53767776
XLOC_007207	0.5236502
GFM2	-0.5824356
XLOC_012647	-0.29268026
SLC19A3	-0.35866934
CEP152	-0.6679211
RSPH1	2.7647216
EXT1	0.48314193
XLOC_005365	0.4534239
	-0.6814939
LOC100507575	-0.35390818
XLOC_l2_013301	2.485273
XLOC_004860	0.64678866
XLOC_005026	-0.72933966
NR3C1	-6.026444
ST3GAL2	-0.7063894
SELM	-0.701314
SNX15	0.50490284
LOC100505863	0.049531847
IER3IP1	0.77366734
COL24A1	-3.8929117
TM6SF1	-0.13912481
	2.5204554
CLRN2	0.71250945
KLC2	0.85042197
RNF7	0.9002762
LOC100509240	0.21339706
HRNR	0.06583618
RBM5	-1.1451197
LOC100129869	0.43889526
	1.4586041
PHTF1	-1.7276688
XLOC_001504	0.07580897
PAQR4	1.057578
ZNF439	-3.6205692
GAB3	-1.626501
PMF1	-0.9233628
OBP2B	2.3359914
LOC100289388	0.074603066
SYNGR3	-1.5113248
LOC729156	1.0794485
PCYT2	0.6693717
XLOC_004316	0.09010935
ZNF645	-1.0821507
XLOC_l2_009493	0.0957616
CD180	-0.46095198
MUC16	-5.050817
PCP2	-0.056322634
NEB	-0.927706
LEKR1	1.6340369
STEAP2	0.55946916
HINT2	2.1076775
COL6A3	-4.75269
XLOC_l2_008203	-1.5352002
GJD4	-0.74975103
ADAMTS2	0.18580945
SLC9B1	2.0614223
DIP2C	-0.54960537
XLOC_008624	1.2997609
XLOC_004672	0.11854445
BCKDHB	1.153635
FER1L5	1.467149
OSBP2	-2.7860804
HIPK4	1.6074672
PRKG1	0.13085552
RRM2	0.6347772
PTPN14	-0.56337255
XLOC_l2_009320	0.9084111
XLOC_011951	0.25755587
CXCL16	1.4832686
GATAD1	-0.13516992
XLOC_011172	0.13905619
XLOC_012457	-0.18547063
MUTED	-0.37186244
GPR78	1.1345736
	-0.41573292
SETP20	1.7003222
BBS9	0.2916055
PPPDE2	1.7812537
RAP1A	0.23910129
PAPOLG	0.002354584
XLOC_007929	0.5752609
RUNDC1	0.51357836
SIRT7	0.70619285
SAE1	-0.29505154
PFDN6	0.47767258
EMB	-6.932889
NKAPP1	-0.23119135
NOS1	0.16478726
LOC100129449	0.16593653
MAP1B	-6.00875
	-0.24698448
FLJ42709	0.11562331
MAP2K1	-0.3255119
LOC100506769	-0.3381758
XLOC_014082	1.4061002
PRH2	0.09319686
MYOT	0.22291632
XLOC_005934	0.17794138
LOC729444	-0.7263759
XLOC_l2_003475	-0.6296533
SULT1A4	0.35739604
	0.8334871
MTERFD2	0.583416
XLOC_013561	-0.041023534
XLOC_007354	1.3476176
XLOC_002354	0.19480659
TAAR1	0.1963734
LOC729444	0.19952574
XLOC_005637	0.20129731
FTO	1.3398438
RGS9	-0.27273512
GBGT1	-0.05142548
VBP1	0.43212795
	1.6949363
OLFM2	2.955556
RHOT1	1.2665099
HCG18	-0.15940386
L2HGDH	-0.2969913
	1.2977896
	0.22479203
	0.6086817
ZNF737	-0.40788814
XLOC_l2_010661	0.023764335
ZSCAN5A	0.23465168
SLC37A3	0.13648787
XLOC_002718	0.024823984
XLOC_006730	0.02561407
MTO1	0.47980025
XLOC_010908	-0.17254932
LOC642236	-1.3581
PIN4	-0.6191506
HNMT	-0.3820677
ZNF284	-0.98386484
XLOC_013728	1.414856
XLOC_l2_003139	-0.87473255
KIAA1671	2.1717782
C8orf84	-2.5999966
DNAJC3-AS1	0.113018945
	1.1564237
SAP30BP	0.73800075
TRPM8	1.5246124
PPP4R1	-0.00674102
XLOC_014056	0.33523127
TBL1X	0.6232062
PCBP4	0.6163082
	0.047846314
N6AMT2	0.5120916
WWTR1	-2.3005905
XLOC_007219	0.34397087
FRY	0.86165786
ZNF532	1.5940738
OR2T5	0.05563759
OR5AU1	0.057006095
OR52D1	0.09030839
CAMK2G	1.3764592
PRPF4B	0.69381714
JPH2	-2.8926828
RPS6KB2	0.42505556
STX16	-1.0409375
XLOC_004670	0.07521341
PELI1	1.264186
XLOC_003318	-2.3881931
TAF6L	0.15392013
FAM49B	-0.30190274
LOC100653351	1.5107911
ANKRD36	-1.2771422
LOC646629	0.08807683
LOC100505607	1.2099274
TSIX	-0.41944182
CCDC85B	0.21819204
	-0.48816773
LOC100506119	-2.26165
SKP1	-0.15903464
	0.100709654
RABGGTB	-0.03650194
PDAP1	1.4710765
NMRAL1	0.5493994
ANGEL2	-0.47247788
LY6G6E	0.5407954
FRAT2	0.32871243
LOC100507459	1.5329027
KCNA7	0.158777
XLOC_010816	0.11671185
MAP3K13	1.1734465
RNF126	0.7346477
C11orf40	0.121851556
SPIN3	1.5383401
KIAA0284	0.84639835
XLOC_l2_010602	0.1291926
SLC13A4	-2.4915025
HPSE2	0.7101919
FAM134C	0.1498327
SDHAF1	0.13895513
TP53AIP1	0.52449745
PAM	-0.7191201
MKKS	-0.03101828
PLXNA3	-0.57309145
ETNK1	-0.5116186
SURF6	1.1154281
DENND2D	1.7512845
ZNF726	-0.91536707
	0.14769249
XLOC_005900	0.38910717
SLC8A1	-3.8078763
OR1S2	0.8167706
XLOC_010782	-2.3396842
HERC6	2.5199718
SMAD5	1.7294178
LOC100506795	0.1577224
LPAL2	0.631651
XLOC_002313	0.9753393
NOTCH2NL	-0.71724904
LOC643797	0.16329281
CHORDC1	0.40508276
FLJ46120	5.0667944
FOXO4	2.036699
LOC401320	-0.8632779
THSD1	0.9934109
CTSC	0.013484887
CIC	-0.3031062
	0.17765662
DDX11L10	0.2611166
	0.3505544
KLRC1	-4.4874425
KRAS	0.40785033
LOC100506127	-0.04998535
DAB2	-3.833074
LOC729178	0.19137931
DGCR8	0.7277022
DDRGK1	-1.6333896
XLOC_009536	0.19758536
XLOC_002120	0.19922435
ACSBG2	1.5770515
FTMT	1.5735685
TNNI1	-0.24015711
	-1.1287414
LGI2	0.21172167
OR11H6	-0.3266564
XLOC_l2_006624	-0.21807043
XLOC_000008	-0.7453836
FLJ27502	0.22418159
XLOC_l2_011885	-0.43207932
MYT1	3.9655998
XLOC_008556	0.024485508
RAB13	0.08800402
XLOC_012750	0.025169645
FAM194A	0.025579095
LOC100130175	-0.8713903
LOC100505862	0.026464852
DCBLD2	-0.9473495
DZANK1	-0.7087436
TEX2	-0.48086074
P2RY14	0.029442264
PAFAH1B3	0.60471827
	0.030929089
CLASP2	-0.08473978
C16orf82	0.3405214
	0.033523824
NOG	-6.2549753
ARHGAP40	0.035301518
C1orf111	0.036273237
XLOC_012091	0.47809982
BMPR1A	0.51280683
	0.04048104
NAT14	-0.2476071
NEFM	-4.2823334
XLOC_l2_008078	2.163711
XLOC_000246	0.045074385
ROR1	-5.7113276
TMEM204	-4.0657597
PRTFDC1	3.226492
PSAT1	1.24512
TPPP2	0.805388
IL33	5.987951
ZNF37A	0.6409082
GJB4	4.9891224
RAB1A	0.68272007
XLOC_003338	0.06333221
LOC100505573	-0.14182289
LOC100507194	-4.514024
IYD	0.06753021
RECQL5	-1.0091867
LINC00052	-2.9751997
LOC100129380	-1.0082327
NDRG1	-2.2348309
XLOC_007279	0.074613355
TLE1	-1.0779295
ARHGAP42	0.9627052
XLOC_005331	0.078903764
	-0.5552511
TTBK1	0.6370481
XLOC_010353	0.08461605
	-1.4090323
PIGO	0.81059456
RBM33	-0.87928957
XLOC_l2_000038	0.09027511
C2orf27A	-1.0626704
COASY	0.0038128
MST1	0.387235
FUT9	1.0787756
EXTL1	-3.5948663
LOC284757	-5.498304
SLC25A21	2.239505
GYPA	-1.0350733
RHOF	2.5549479
XLOC_013555	-0.7977365
MFAP2	-4.0536237
XLOC_000768	0.13567516
ZBTB12	1.8993139
ZNF137P	-0.19370468
AZI1	-0.59737694
ISG15	2.1422462
CCNA2	0.1076165
PLD5	0.12001254
TMPRSS11D	0.12126853
BCKDHA	-0.039894015
RAB6B	-3.8507671
OR13D1	0.810638
XLOC_014257	3.9360151
KCNA2	0.12869686
	0.12992331
FN1	-4.6430473
GPR151	0.92210263
XLOC_l2_011120	0.28620464
WDTC1	0.38511986
FAM106CP	-1.5035046
XLOC_l2_010097	1.6712147
NUPR1	2.0458386
XLOC_l2_006033	0.76049274
	0.16525021
XLOC_l2_008124	0.14165175
ARSI	-3.45212
LOC100508226	-0.8187904
ANKRD13B	0.81940645
LOC153546	-0.21873185
EMX1	1.584342
	0.48490718
TTTY10	0.15180796
H2AFB2	0.5734152
LOC154822	0.4184873
PXDNL	-0.38607547
HGC6.3	1.0704767
ZNF709	0.4182043
PPP1R9B	-0.15493774
CYTH1	-1.3376913
FAM157B	1.59E-04
HAVCR1	-1.8492976
CPNE2	0.16766192
WNT1	-1.2191405
XLOC_000826	1.0714581
XLOC_l2_010723	0.62076336
SPINT2	2.1292877
BOD1P	0.89222133
LOC100526771	0.28826708
RREB1	1.6926037
XLOC_001618	0.18390884
XLOC_l2_002033	0.14201556
PLCL1	-1.626027
FAM131C	-0.36003217
TM2D1	-0.5049791
XLOC_002566	0.19249631
KRTAP3-3	1.3783245
XLOC_007764	-2.4328096
SDCCAG8	-0.37138703
MYBL1	0.29967016
CPAMD8	-4.5584974
RALYL	0.2021591
GDNF	0.364439
	0.33389276
	-2.3373742
PRSS8	2.043991
LOC100133306	0.13050693
NTNG2	0.77957577
ZNF221	-0.99258685
PRIMA1	0.23793465
CNKSR3	-2.3286495
XLOC_008695	0.2257014
XLOC_000155	-0.044861313
NTN5	-0.5667542
XLOC_011210	0.0249391
DMGDH	1.5548735
NAA10	0.18933776
XLOC_l2_008078	0.026739048
LOC399715	0.02722653
EXOC3L4	-2.3136182
	1.5574288
SERPINA3	-5.6215034
TDP2	0.39377496
XLOC_001768	1.8470173
LOC100653233	0.03254891
EYA3	0.45266053
LOC100130573	0.034295727
LOC647979	-0.3910724
ZNF34	-0.2891341
C17orf76-AS1	-0.7997246
DCDC2B	0.4040875
	2.0705807
XLOC_001499	0.04243974
RTN1	3.7457504
	0.3530111
NCAPH2	-0.35553834
MYL9	-0.69576555
PROS1	-0.93501294
ZNF556	-2.6614857
LOC100652807	0.74372244
HTRA3	-2.4852064
ELF4	-0.35126588
XLOC_000229	0.78712237
XLOC_l2_010601	-3.3493621
XLOC_011468	-0.35708004
XLOC_008246	0.06417436
XLOC_013799	0.06557194
SORCS1	0.04072901
HSCB	0.62478644
XLOC_014060	-1.165813
XLOC_000375	0.07259877
LOC572558	0.34617445
	1.3148155
PMPCA	1.1981316
	1.0018849
FAM78B	-1.6057175
ESD	0.66596323
F2RL2	-6.529511
MORC2-AS1	0.015507614
XLOC_005041	-0.44459182
LOC150622	0.3269388
LOC100506874	-2.9806309
SNORD79	0.55940765
PNPLA1	1.6364517
CCDC85A	5.152741
Q8VGA8	0.351264
XLOC_011506	1.107737
LOC100506792	-0.8754481
	0.69244725
SCARNA3	0.36578095
LOC494558	0.9719937
COPG2IT1	1.7750949
RNF180	-3.0415413
XLOC_013560	0.11560745
DCAF4L2	0.5785701
LOC100509378	0.19087632
CALCRL	-0.089853026
SEMA3C	0.004771327
CLEC2L	0.22961375
UCA1	-0.83353513
XLOC_002612	4.5173593
LOC100505904	0.18315361
MTCH2	0.27929205
CLK4	0.7373686
GUCA1B	0.64072895
MYL12B	0.84281355
G2E3	0.34957227
PLK1	0.6447644
CXCL5	0.5236178
MIR143HG	0.55846006
VDAC3	0.25134096
NTF3	-4.409198
SNORA69	1.9557537
UTP18	0.57307714
XLOC_013699	1.0541577
SNX11	0.8039704
XLOC_012552	0.4553454
XLOC_l2_012071	1.8642977
SCN3A	-0.6848858
FIGN	-1.6418582
AASDHPPT	-0.044290505
	1.3323576
GFOD2	-0.31983668
TAL2	-1.1275902
DCDC2C	0.1685156
XLOC_007946	-0.103490755
	0.14551878
HBA2	-5.8947287
ZBTB49	1.4507512
TMEM30A	1.4843293
	0.17958142
TTC36	-0.6986538
NME9	0.18357329
GPN2	-0.5534486
EI24	-0.16060263
XLOC_013802	0.1877346
XLOC_009248	0.19065887
NR0B1	1.915885
IP6K2	-0.43146607
LPPR3	-3.0736125
	-0.6057083
FOXJ1	4.057672
SIL1	0.63736063
MAPK10	0.20348871
ADCK3	-0.042662602
LOC100128644	-0.5666123
C17orf89	0.7301311
XLOC_l2_007898	0.21452382
XLOC_010028	0.5604616
ITGB2	0.21481563
NRXN1	1.8295703
XLOC_001377	0.22294831
	-0.35677707
HLA-DRB4	-0.9966969
XLOC_010364	0.025632316
FER1L6-AS1	-0.47245225
DUSP10	-2.1223006
XLOC_004168	0.02614044
RIPK4	0.26461512
PITPNM2	0.58711284
LOC283050	1.967392
XLOC_l2_010661	-0.47996634
LOC388553	0.029101498
PGAM2	-1.0180602
ERMN	0.030358657
	-1.7802234
DOCK3	0.5722965
BCL2L13	2.3996773
TRAT1	-2.9661527
XLOC_003155	0.035181183
XLOC_002528	0.03602601
XLOC_008636	1.2183826
SRGAP3	0.871955
	0.52032095
lincROR	0.2535196
XLOC_003595	-0.104020506
XLOC_005053	0.043278992
LOC100505633	4.812462
LOC645177	0.6454974
	-0.23603049
XLOC_012308	0.047974747
XLOC_005051	0.049190644
PHTF2	2.8886364
CLCNKA	-1.5645103
GDPD3	-3.0098343
NPB	1.2619555
MBD3L2	0.26708156
ASPDH	-1.1041026
C17orf51	0.8334217
PURB	0.13137516
TNFAIP3	-4.631886
LOC100506035	0.2742665
XLOC_006918	0.06502441
XLOC_012009	0.43716714
TMEM101	-0.60918725
	0.073431455
XLOC_009767	0.07484965
LOC100128840	0.07625813
XLOC_001752	0.07767828
XLOC_l2_001138	-1.5120895
KALRN	-2.0347786
TTC39A	0.5070076
TDRKH	0.87903255
XLOC_010584	-2.028306
XLOC_l2_002537	-0.33109617
XLOC_003906	0.091896325
XLOC_007698	-1.986341
NRN1L	-0.84420496
XLOC_002975	0.09604015
XLOC_l2_007058	0.09748501
	0.09887704
XLOC_001757	0.2881113
	0.26462844
XLOC_000208	0.10436232
	-0.33004284
DROSHA	-1.0893956
XLOC_009113	0.013984362
XLOC_l2_006648	-0.015986495
XLOC_l2_004951	0.11109443
RPS3A	0.17114075
XLOC_008184	0.60258776
	0.1176504
LOC100505545	0.118930936
XLOC_l2_015295	0.97129816
LOC100505645	0.124053925
	0.22639851
LIFR	-6.0889554
XLOC_008791	0.5591272
C21orf63	1.4943547
SCN5A	0.1978619
XLOC_010654	1.327477
XLOC_000218	1.0012256
TXNDC2	-1.7131052
XLOC_012379	0.13964722
CHGA	-3.1173666
XLOC_l2_002855	0.08018157
SECISBP2L	-0.47843358
XLOC_l2_002433	-0.75818604
	1.0622997
SLC35C1	0.471119
RCOR3	0.8557026
XLOC_014198	0.17601073
LOC100507389	0.12069208
C14orf49	1.2676911
	1.3818572
RPS13	-0.1639824
ANAPC13	0.49979213
C9orf53	-0.4066562
DUSP12	0.2760477
XLOC_008474	0.16467987
XLOC_l2_011361	0.16817415
XLOC_l2_004611	-1.2697531
C6orf124	-1.6991816
PLA2G7	-2.1419182
BRF2	0.1221561
C16orf42	0.3504763
PTCHD1	-0.9682217
IMP3	0.26107123
C17orf87	0.45103526
XLOC_000606	0.18191141
PITX3	0.030008338
XLOC_012368	0.18463235
ANKRD20A8P	1.1162486
	1.0598553
	0.19028571
XLOC_000329	0.19329448
FLYWCH2	1.4350741
LOC729040	-0.8290725
MAVS	-0.7989406
MINOS1	-0.025215207
C15orf62	0.95756346
NEAT1	-0.8249998
NUS1	0.5032825
PFN3	1.9063299
LOC100287765	0.9031597
UCP1	0.21608107
ABTB1	1.3438396
ZFP64	1.8801132
LCE1D	0.67181206
KLHL12	-0.35274318
XLOC_007401	0.22680141
MRPS14	0.1573992
XLOC_007280	1.6916169
XLOC_009548	0.8496848
	0.6438695
XLOC_006566	0.026605839
XLOC_010601	0.07695093
KRTAP10-8	0.5625686
XLOC_013045	0.029282508
ANKRD13D	-0.33451843
PCDHB6	1.0900191
CASD1	1.2674522
GPER	1.0683699
XLOC_l2_011514	0.032587748
MATR3	0.31251615
JMJD4	0.21743001
PVRL3-AS1	0.7797002
RPL10	-0.32324788
BCLAF1	0.275775
XLOC_013027	0.038786564
	-0.06590271
USP17	0.041918114
FAM138D	0.043003414
FOXO4	2.067407
FAM19A4	0.7225342
UROC1	0.9736767
DTX2	0.65192515
ZNF382	-2.4599352
	0.18469286
	1.0183768
LRRC39	1.2675133
XLOC_007303	0.057727203
	0.059046347
UBXN10	3.1273937
LOC100288781	0.90483433
XLOC_002449	0.15032044
CMAS	1.2474823
GGPS1	1.6367111
LDHAL6A	-0.6479005
XLOC_l2_013300	0.050855517
XLOC_000922	0.9110659
CRY2	-0.49395168
P2RY1	2.6814456
	-2.185025
TJP2	1.6772256
XLOC_000638	0.5604106
SULT1C4	0.75371355
BTBD19	-1.0110804
ZAR1	-2.5621028
LOC285943	-0.1492238
NKX2-5	0.25932893
ATP6V1B2	0.16116695
CASK	1.3846111
MFAP5	-1.5742269
CYP4A11	-0.834692
SLC37A2	-3.4040422
LOC100128105	-0.23023014
FMR1-AS1	0.38905647
SLC9B1	2.0806873
FBXL3	0.376319
	0.55668837
XLOC_010715	-2.40131
	-0.8934583
NLRP1	2.2289257
MN1	-1.5375253
GYG1	0.054731324
AHI1	-0.11937673
C18orf42	1.0214498
PTPN9	0.10584826
LOC100507351	-3.303484
APOBEC3G	-4.179627
MYLK4	-2.3622925
XLOC_003304	-0.58591765
FAM66A	0.41296387
EFNA4	1.1898537
SNORA25	1.0226327
	0.13208155
LOC728290	0.13448648
XLOC_l2_002775	2.7973435
GIMAP4	-0.8285576
NGLY1	-0.40399456
MPDZ	-6.942229
AKD1	1.6492844
ZPLD1	0.14498538
	0.58217335
	0.27857777
SNORD116-6	-4.080631
XLOC_008609	1.4019423
CNTNAP3	-2.526622
OAT	-1.061018
LY6K	-5.073421
XLOC_013437	0.15521415
MYT1	2.5271502
VWCE	-4.769848
LOC100506856	-0.3046774
UGT2B7	-4.0240636
C9orf100	1.1105973
XLOC_003152	-0.4408643
TNIK	0.80795753
XLOC_014198	0.63334537
CHDH	0.7502232
PMS2L2	-0.19033529
RNF130	0.55892575
XLOC_007502	-0.009371524
XLOC_013827	0.17512676
SHROOM1	0.50807667
LINC00460	0.23818314
XLOC_l2_013963	-4.374076
TRIM9	-2.0572498
XLOC_005737	0.18426867
NAALADL1	-1.1843967
ATG4B	0.61834896
ZNF641	0.41235247
DOCK1	1.0672275
PSMB10	-0.7659139
LOC100506767	0.6902833
FECH	-0.788228
XLOC_002301	1.0544515
XLOC_011217	0.2025449
SLN	-1.2502097
MLPH	-1.0113573
XLOC_003014	0.2078748
XLOC_009229	0.20970844
SLC2A3	-4.0540237
	0.21750854
SNORD46	-0.07281305
	-0.438695
CES1	-2.8560698
LOC100509824	-0.47460976
	-0.39032412
XLOC_002601	-1.7217617
XLOC_002997	0.19273332
LOC348761	-0.09271899
FAM84A	3.2642229
XLOC_011294	3.2721934
FAM173B	0.82240003
RUNX2	0.9330364
	0.031252593
C17orf39	0.6102184
LOC100129597	2.8185656
PRSS47	1.0495744
AQP9	0.22542547
XLOC_l2_010161	0.036743928
XLOC_006623	0.9851682
FAM27A	0.8563599
XLOC_011596	1.7218919
XLOC_l2_015923	-0.24297804
C6orf132	0.5308905
LOC100287314	0.12279719
VASH2	-0.8897533
LOC100506913	0.048375614
ARMS2	1.5121022
C10orf12	1.5818062
KCTD8	-2.2082253
	0.05465184
CD177	2.8953478
OR3A2	0.057260994
LOC100130476	-3.0188496
ERLIN2	-1.8705884
FLJ41200	1.3621387
ANKRD53	0.34020218
	0.06395507
XLOC_011546	-0.23922047
SUZ12P	-1.179636
CTSB	-0.5764627
	2.733801
XLOC_001762	-0.44112927
ZNF483	0.8872209
	0.07789501
LOC100507404	0.2784479
	1.0882082
ITM2C	-0.57287973
XLOC_007496	0.08356957
XLOC_003248	0.084984004
ZNF503	1.1174747
XLOC_005569	-0.6348586
PHF5A	1.1927644
NCK2	-0.8973494
XLOC_013300	0.18272017
VKORC1	0.60254574
HNF4G	4.4554486
SENP8	1.0602374
TMEM91	-1.2639022
LOC646324	0.705121
XLOC_008751	1.3895696
GOLGA6L7P	0.5164809
XLOC_l2_000116	0.10589668
ZNF394	-0.17193985
XLOC_004291	0.49411386
XLOC_l2_011987	-1.3916757
PHACTR1	-3.9167743
FCHO2	0.59196764
ARHGAP33	0.33924437
XLOC_l2_011225	-2.638012
FTSJD1	1.4646128
XLOC_011064	1.3443787
AK8	0.7350746
LOC286442	1.1645366
LOC100508120	0.6076017
DDX60L	-0.016381647
	0.12793373
FARP1	-3.4229696
XLOC_013484	1.7820199
XLOC_l2_010835	-0.19016673
KIAA0368	0.88771427
ST13	0.37004468
XLOC_011213	0.25859594
TIFA	-0.8650982
XLOC_010662	0.13992709
C4orf21	-0.25793353
	-3.53072
	-1.8054157
C19orf10	0.13633548
NSA2	-0.12904638
LOC100506835	-0.2066136
PXN	0.72027504
ARL2	0.5054931
	-2.162212
XLOC_l2_003400	0.240851
	-0.84714794
EFHA1	0.3329047
DNAL4	1.3626891
XLOC_002542	0.39138728
TAS2R38	0.16634822
KIAA0930	0.47823143
LOC402160	-0.17779991
NCOA5	1.4324675
XLOC_007052	0.17355819
NUDCD3	0.84524906
XLOC_l2_013527	0.17990804
XLOC_001398	1.7321649
UCN	-2.1432571
LOC100128843	0.32931802
LOC100506624	1.6494848
XLOC_011181	0.18811582
PTBP3	1.3478603
C1QTNF4	-2.391902
TPTE2P3	-0.43081737
USE1	0.92792225
	0.19717439
FOXR2	-1.2590203
XLOC_011117	-0.13722305
TBX21	1.7139857
EDA	-1.7596741
SNORA40	0.52259266
FAM71D	0.33941686
XLOC_005297	-1.0965652
XLOC_008317	0.21693423
SNHG1	-0.67033476
VNN1	-4.17925
	1.1242286
LOC440297	-0.39958626
VGLL2	-0.32287204
XLOC_000885	0.9298458
LOC100130916	-0.74758345
XLOC_l2_001986	-1.4882846
XLOC_l2_015034	0.72357744
MTCH1	0.043571535
XLOC_l2_008031	0.86564785
EXOSC9	0.44539353
DISC1	-0.11462573
XLOC_008111	0.065526575
C9orf80	0.3833428
XLOC_003882	0.030246835
MCF2L	2.8786347
KCNA4	0.031394795
RIMBP3	-3.3392904
MOV10L1	-0.58039093
CLDN24	0.3915167
XLOC_l2_009096	0.39955968
ACTA2	-0.0757046
LIF	1.89246
XLOC_005575	0.5558659
GP6	-3.9243057
PRSS56	3.1183271
FRS2	0.49457836
SLC38A1	0.6106529
PARP16	-0.25251
XLOC_006911	0.046939135
ARHGAP30	0.32657817
	-1.4568621
XLOC_008223	2.8303957
FUT8	-0.858921
	-0.053135835
PCDH11X	-0.8361951
	-0.44823027
PKP4	1.0612086
SMOC1	-1.0674459
XLOC_005775	-0.4588652
RHOXF2	-9.515936
	-0.89200187
RAP2C	1.2573547
TRO	-3.3129752
SPSB2	-1.0685169
ERCC2	0.65426683
CLCA4	0.07868816
LOC340335	-1.1597509
XLOC_002919	1.0716195
ZNF79	1.3569654
LOC284440	0.8417577
XLOC_007867	1.0420036
HHIP	-3.4176712
FOXRED1	-0.13026422
XLOC_012044	1.1601866
SMARCAD1	0.04060946
KLHL21	0.75295836
GALM	-0.325188
AKR1A1	1.0752314
TNFRSF10A	3.007525
XLOC_001412	-0.11884711
XLOC_007445	0.21592057
TUG1	0.954482
LOC100506997	0.9039355
FLJ37448	0.10933586
HOXC12	-2.2558424
C21orf88	-0.57959837
C8orf37	-1.1761417
REV3L	-0.20241356
LOC100132356	-0.4981604
XLOC_012452	0.12491706
CXCL3	1.7751031
HAP1	0.9874082
XLOC_l2_005341	-0.20320801
BTN2A1	-1.5221052
P39189	0.13231772
XLOC_013814	0.5718799
SLAMF6	0.73363566
MED31	1.1453801
UHRF1BP1	-1.4312268
PLEKHO1	-3.4706154
	-1.2716792
CDK20	-1.6667839
LEPREL2	-1.9637613
LOC100652963	-0.42447227
UBXN2A	0.29054174
	1.2283716
ZNF416	0.8484377
MARCKSL1	0.9578391
PCGF2	1.0224113
MMS22L	0.7104672
KLHDC7A	0.21920915
MPEG1	0.15905228
THBS1	-0.95052636
LOC285577	1.3855941
XLOC_l2_012210	1.6064479
TMEM189	-0.15366371
LOC100126448	0.6589263
PHPT1	-0.07920557
ASPSCR1	1.4394484
	0.17200395
XLOC_003771	1.3821778
PCDHGA9	0.17571324
	0.41756102
	0.26379916
EIF1AY	-3.3245556
LOC339505	0.18222111
NOM1	0.4283333
XLOC_002722	0.18492542
DNMT3L	0.5595999
CDK2AP1	-0.04135516
RAB7A	-0.17572887
XLOC_001310	0.19064109
MRPS30	-0.18288703
EIF4B	-0.47172168
LOC100506387	1.298455
MCM6	-0.04607498
GPX8	-4.054515
FLJ44715	2.031716
KSR1	-0.01423127
XLOC_013468	1.5046606
LGALS8	1.0643287
LOC729159	0.21051872
XLOC_009363	0.8530755
XLOC_013812	1.6966475
LYZL1	-0.49531287
SREBF1	0.31071666
COBRA1	0.20329675
MLH1	-0.96805775
	-0.69149584
ZNF322	0.37231153
	-1.4392743
FAM83C	0.5491022
XLOC_002018	0.02837504
GPR137	-0.035700735
HEXDC	-0.4166537
	-2.1174328
C7orf51	0.46333987
SIGLEC8	1.1508946
PAQR9	-4.8217297
LOC151171	1.2637203
FBXL18	0.120819576
LOC388796	1.6067151
XLOC_002976	0.032800935
XLOC_010684	0.033477277
XLOC_012025	0.80222225
CSPG4	0.22558637
PRMT2	-0.30651006
XLOC_l2_009439	1.7116429
	-0.3621188
C3orf70	-2.7284894
EXPH5	3.7739344
ITIH5	0.040251754
	0.041238196
CDC37L1	0.6915913
XLOC_l2_013886	1.8848392
PRICKLE4	1.357543
PLEKHA5	0.81418425
XLOC_l2_015561	-0.5183535
LOC100507347	-4.0947556
LOC100505973	-0.07623485
DEM1	-3.8106723
E2F3	-0.80205053
C22orf39	-1.1685457
LOC731932	-1.4043406
XLOC_l2_014821	-1.3141587
MSMB	-2.939748
TMEM191A	0.9761382
SGSM1	0.06426287
C1orf53	-0.12126914
XLOC_l2_014217	-0.024612932
XLOC_010892	0.068349086
LOC641467	-1.5534816
ZNF717	-1.2154932
XPC	0.7673158
ZC3H14	-0.32615462
XLOC_l2_011361	-0.13145247
LOC100505834	-0.09947108
ANKRD10	0.11485482
DKFZp686L13185	-0.7527365
ARHGAP5	1.4365245
	-2.8216822
XLOC_l2_014721	0.5483526
XLOC_013687	0.48462573
	-0.76056576
NFKBID	0.9444556
XLOC_002573	0.3186588
XLOC_006690	-1.1732914
XLOC_000796	0.8271424
EPHX3	0.009899162
ZNF12	-0.60509485
RASGRP4	0.40236232
IFNA16	0.10604578
XLOC_010783	-0.9044072
FAM5B	0.10873676
TMIGD2	-1.6330967
SNHG5	-0.12665746
XLOC_004917	1.2248161
FAM92A1	-4.767899
KGFLP2	0.9402384
CCNI	-0.22777362
XLOC_012678	1.3199668
XLOC_004115	0.12311953
XLOC_009914	0.1481032
